Station Name: EDENDERRY (Ballinla)
Station Height: 85 M 
Latitude:53.335  ,Longitude: -7.146


date:  -  09 to 09 utc
rain:  -  Precipitation Amount (mm)
ind:   -  Indicator

date,ind,rain
27-jul-2022,0,0.000
28-jul-2022,0,0.000
29-jul-2022,0,4.100
30-jul-2022,0,7.500
31-jul-2022,0,0.000
01-aug-2022,0,6.100
02-aug-2022,0,0.000
03-aug-2022,0,0.000
04-aug-2022,0,0.100
05-aug-2022,0,0.000
06-aug-2022,0,0.000
07-aug-2022,0,0.000
08-aug-2022,0,0.000
09-aug-2022,0,0.000
10-aug-2022,0,0.000
11-aug-2022,0,0.100
12-aug-2022,0,0.100
13-aug-2022,0,0.000
14-aug-2022,0,0.300
15-aug-2022,0,0.400
16-aug-2022,0,0.100
17-aug-2022,0,0.000
18-aug-2022,0,1.800
19-aug-2022,0,0.200
20-aug-2022,0,0.800
21-aug-2022,0,0.500
22-aug-2022,0,1.700
23-aug-2022,0,0.400
24-aug-2022,0,0.100
25-aug-2022,0,0.200
26-aug-2022,0,0.000
27-aug-2022,0,0.000
28-aug-2022,0,0.000
29-aug-2022,0,0.000
30-aug-2022,0,0.200
31-aug-2022,0,0.000
01-sep-2022,0,0.000
02-sep-2022,0,8.900
03-sep-2022,0,16.500
04-sep-2022,0,5.700
05-sep-2022,0,7.900
06-sep-2022,0,5.100
07-sep-2022,0,3.100
08-sep-2022,0,11.100
09-sep-2022,0,0.000
10-sep-2022,0,1.600
11-sep-2022,0,15.800
12-sep-2022,0,0.200
13-sep-2022,0,0.100
14-sep-2022,0,0.000
15-sep-2022,0,0.000
16-sep-2022,0,0.000
17-sep-2022,0,0.000
18-sep-2022,0,0.000
19-sep-2022,0,0.000
20-sep-2022,0,0.000
21-sep-2022,0,20.500
22-sep-2022,0,0.800
23-sep-2022,0,0.000
24-sep-2022,0,0.000
25-sep-2022,0,0.600
26-sep-2022,0,0.000
27-sep-2022,0,2.700
28-sep-2022,0,0.900
29-sep-2022,0,6.800
30-sep-2022,0,7.900
01-oct-2022,0,0.000
02-oct-2022,0,0.000
03-oct-2022,0,2.200
04-oct-2022,0,11.400
05-oct-2022,0,3.800
06-oct-2022,0,11.300
07-oct-2022,0,2.100
08-oct-2022,0,0.000
09-oct-2022,0,8.900
10-oct-2022,0,0.000
11-oct-2022,0,0.600
12-oct-2022,0,0.000
13-oct-2022,0,0.100
14-oct-2022,0,10.700
15-oct-2022,0,1.900
16-oct-2022,0,11.600
17-oct-2022,0,0.000
18-oct-2022,0,4.300
19-oct-2022,0,8.400
20-oct-2022,0,2.300
21-oct-2022,0,12.000
22-oct-2022,0,14.900
23-oct-2022,0,3.200
24-oct-2022,0,0.300
25-oct-2022,0,6.100
26-oct-2022,0,0.100
27-oct-2022,0,18.800
28-oct-2022,0,3.800
29-oct-2022,0,4.600
30-oct-2022,0,0.100
31-oct-2022,0,11.700
01-nov-2022,0,1.600
02-nov-2022,0,10.900
03-nov-2022,0,0.000
04-nov-2022,0,3.900
05-nov-2022,0,2.400
06-nov-2022,0,0.800
07-nov-2022,0,6.700
08-nov-2022,0,4.300
09-nov-2022,0,0.300
10-nov-2022,0,0.300
11-nov-2022,0,3.400
12-nov-2022,0,0.000
13-nov-2022,0,13.500
14-nov-2022,0,4.600
15-nov-2022,0,0.000
16-nov-2022,0,0.100
17-nov-2022,0,0.000
18-nov-2022,0,0.000
19-nov-2022,0,5.300
20-nov-2022,0,20.000
21-nov-2022,0,3.400
22-nov-2022,0,7.600
23-nov-2022,0,5.700
24-nov-2022,0,0.300
25-nov-2022,0,0.100
26-nov-2022,0,0.600
27-nov-2022,0,1.800
28-nov-2022,0,0.000
29-nov-2022,0,0.000
30-nov-2022,0,0.000
01-dec-2022,0,0.000
02-dec-2022,0,0.000
03-dec-2022,0,0.400
04-dec-2022,0,10.100
05-dec-2022,0,1.000
06-dec-2022,0,0.000
07-dec-2022,0,0.500
08-dec-2022,0,0.100
09-dec-2022,0,0.000
10-dec-2022,0,0.200
11-dec-2022,0,0.100
12-dec-2022,0,0.000
13-dec-2022,0,0.100
14-dec-2022,0,0.100
15-dec-2022,0,0.000
16-dec-2022,0,0.200
17-dec-2022,0,0.900
18-dec-2022,0,6.500
19-dec-2022,0,4.000
20-dec-2022,0,0.000
21-dec-2022,0,1.800
22-dec-2022,0,6.200
23-dec-2022,0,4.300
24-dec-2022,0,11.400
25-dec-2022,0,9.800
26-dec-2022,0,2.300
27-dec-2022,0,3.900
28-dec-2022,0,2.400
29-dec-2022,0,16.600
30-dec-2022,0,4.600
31-dec-2022,0,4.900
01-jan-2023,0,0.100
02-jan-2023,0,2.200
03-jan-2023,0,3.000
04-jan-2023,0,0.200
05-jan-2023,0,0.500
06-jan-2023,0,5.400
07-jan-2023,0,3.600
08-jan-2023,0,0.400
09-jan-2023,0,17.100
10-jan-2023,0,5.000
11-jan-2023,0,11.600
12-jan-2023,0,2.300
13-jan-2023,0,5.900
14-jan-2023,0,0.900
15-jan-2023,0,0.400
16-jan-2023,0,0.000
17-jan-2023,0,0.200
18-jan-2023,0,0.900
19-jan-2023,0,0.000
20-jan-2023,0,1.100
21-jan-2023,0,0.900
22-jan-2023,0,0.100
23-jan-2023,0,0.100
24-jan-2023,0,0.100
25-jan-2023,0,0.500
26-jan-2023,0,0.100
27-jan-2023,0,0.200
28-jan-2023,0,0.700
29-jan-2023,0,0.100
30-jan-2023,0,0.900
31-jan-2023,0,0.000
01-feb-2023,0,0.100
02-feb-2023,0,0.500
03-feb-2023,0,0.000
04-feb-2023,0,0.200
05-feb-2023,0,0.000
06-feb-2023,0,0.000
07-feb-2023,0,0.000
08-feb-2023,0,0.700
09-feb-2023,0,0.000
10-feb-2023,0,0.800
11-feb-2023,0,0.000
12-feb-2023,0,0.000
13-feb-2023,0,1.800
14-feb-2023,0,4.400
15-feb-2023,0,7.100
16-feb-2023,0,0.600
17-feb-2023,0,2.300
18-feb-2023,0,0.200
19-feb-2023,0,0.000
20-feb-2023,0,0.100
21-feb-2023,0,2.200
22-feb-2023,0,0.000
23-feb-2023,0,0.000
24-feb-2023,0,0.000
25-feb-2023,0,0.000
26-feb-2023,0,0.000
27-feb-2023,0,0.100
28-feb-2023,0,0.000
01-mar-2023,0,0.500
02-mar-2023,0,0.400
03-mar-2023,0,0.000
04-mar-2023,0,0.000
05-mar-2023,0,0.000
06-mar-2023,0,2.800
07-mar-2023,0,0.000
08-mar-2023,0,3.100
09-mar-2023,0,10.500
10-mar-2023,0,2.300
11-mar-2023,0,12.600
12-mar-2023,0,9.600
13-mar-2023,0,3.300
14-mar-2023,0,3.200
15-mar-2023,0,16.000
16-mar-2023,0,0.600
17-mar-2023,0,5.900
18-mar-2023,0,0.200
19-mar-2023,0,4.800
20-mar-2023,0,2.200
21-mar-2023,0,7.800
22-mar-2023,0,4.000
23-mar-2023,0,1.900
24-mar-2023,0,1.000
25-mar-2023,0,0.900
26-mar-2023,0,0.000
27-mar-2023,0,6.700
28-mar-2023,0,1.100
29-mar-2023,0,4.000
30-mar-2023,0,4.000
31-mar-2023,0,5.700
01-apr-2023,0,1.500
02-apr-2023,0,0.000
03-apr-2023,0,0.000
04-apr-2023,0,2.500
05-apr-2023,0,1.900
06-apr-2023,0,0.000
07-apr-2023,0,0.000
08-apr-2023,0,0.000
09-apr-2023,0,3.600
10-apr-2023,0,1.800
11-apr-2023,0,9.700
12-apr-2023,0,4.800
13-apr-2023,0,0.600
14-apr-2023,0,0.000
15-apr-2023,0,5.000
16-apr-2023,0,0.000
17-apr-2023,0,0.000
18-apr-2023,0,0.000
19-apr-2023,0,0.000
20-apr-2023,0,0.000
21-apr-2023,0,0.900
22-apr-2023,0,6.300
23-apr-2023,0,1.700
24-apr-2023,0,0.000
25-apr-2023,0,0.000
26-apr-2023,0,0.000
27-apr-2023,0,1.300
28-apr-2023,0,0.200
29-apr-2023,0,1.400
30-apr-2023,0,0.500
01-jun-2023,0,0.000
02-jun-2023,0,0.000
03-jun-2023,0,0.000
04-jun-2023,0,0.000
05-jun-2023,0,0.000
06-jun-2023,0,0.000
07-jun-2023,0,0.000
08-jun-2023,0,0.000
09-jun-2023,0,0.000
10-jun-2023,0,0.100
11-jun-2023,0,0.000
12-jun-2023,0,8.800
13-jun-2023,0,2.600
14-jun-2023,0,0.000
15-jun-2023,0,0.000
16-jun-2023,0,2.400
17-jun-2023,0,1.400
18-jun-2023,0,0.000
19-jun-2023,0,0.000
20-jun-2023,0,3.100
21-jun-2023,0,0.000
22-jun-2023,0,2.600
23-jun-2023,0,1.100
24-jun-2023,0,3.600
25-jun-2023,0,0.200
26-jun-2023,0,3.200
27-jun-2023,0,2.500
28-jun-2023,0,2.700
29-jun-2023,0,2.100
30-jun-2023,0,1.000
01-jul-2023,0,0.000
02-jul-2023,0,6.800
03-jul-2023,0,2.000
04-jul-2023,0,4.800
05-jul-2023,0,0.400
06-jul-2023,0,4.900
07-jul-2023,0,0.000
08-jul-2023,0,7.400
09-jul-2023,0,12.600
10-jul-2023,0,5.500
11-jul-2023,0,1.900
12-jul-2023,0,0.000
13-jul-2023,0,9.600
14-jul-2023,0,16.900
15-jul-2023,0,8.200
16-jul-2023,0,5.600
17-jul-2023,0,8.800
18-jul-2023,0,7.900
19-jul-2023,0,0.800
20-jul-2023,0,0.200
21-jul-2023,0,6.100
22-jul-2023,0,19.000
23-jul-2023,0,0.600
24-jul-2023,0,0.000
25-jul-2023,0,0.700
26-jul-2023,0,9.500
27-jul-2023,0,0.000
28-jul-2023,0,1.500
29-jul-2023,0,2.300
30-jul-2023,0,8.000
31-jul-2023,0,14.100
01-aug-2023,0,10.700
02-aug-2023,0,0.600
03-aug-2023,0,1.800
04-aug-2023,0,27.900
05-aug-2023,0,0.000
06-aug-2023,0,1.500
07-aug-2023,0,0.000
08-aug-2023,0,0.000
09-aug-2023,0,0.000
10-aug-2023,0,0.500
11-aug-2023,0,1.200
12-aug-2023,0,0.600
13-aug-2023,0,0.400
14-aug-2023,0,0.000
15-aug-2023,0,0.200
16-aug-2023,0,0.000
17-aug-2023,0,0.200
18-aug-2023,0,20.700
19-aug-2023,0,0.200
20-aug-2023,0,0.500
21-aug-2023,0,0.200
22-aug-2023,0,0.000
23-aug-2023,0,0.000
24-aug-2023,0,0.000
25-aug-2023,0,2.500
26-aug-2023,0,2.800
27-aug-2023,0,2.100
28-aug-2023,0,0.000
29-aug-2023,0,0.000
30-aug-2023,0,3.100
31-aug-2023,0,1.200
01-sep-2023,0,11.300
02-sep-2023,0,0.000
03-sep-2023,0,0.000
04-sep-2023,0,0.000
05-sep-2023,0,0.000
06-sep-2023,0,0.000
07-sep-2023,0,0.000
08-sep-2023,0,0.000
09-sep-2023,0,0.000
10-sep-2023,0,2.500
11-sep-2023,0,8.000
12-sep-2023,0,1.100
13-sep-2023,0,4.900
14-sep-2023,0,14.300
15-sep-2023,0,10.000
16-sep-2023,0,3.500
17-sep-2023,0,11.100
18-sep-2023,0,7.400
19-sep-2023,0,9.200
20-sep-2023,0,1.600
21-sep-2023,0,0.000
22-sep-2023,0,0.200
23-sep-2023,0,1.000
24-sep-2023,0,7.400
25-sep-2023,0,8.100
26-sep-2023,0,3.400
27-sep-2023,0,8.700
28-sep-2023,0,4.400
29-sep-2023,0,0.200
30-sep-2023,0,9.700
01-oct-2023,0,0.100
02-oct-2023,0,0.500
03-oct-2023,0,0.100
04-oct-2023,0,7.300
05-oct-2023,0,4.200
06-oct-2023,0,0.300
07-oct-2023,0,0.200
08-oct-2023,0,0.000
09-oct-2023,0,0.000
10-oct-2023,0,2.000
11-oct-2023,0,1.000
12-oct-2023,0,1.400
13-oct-2023,0,0.000
14-oct-2023,0,1.100
15-oct-2023,0,0.000
16-oct-2023,0,0.000
17-oct-2023,0,7.700
18-oct-2023,0,22.600
19-oct-2023,0,6.400
20-oct-2023,0,7.100
21-oct-2023,0,0.000
22-oct-2023,0,0.000
23-oct-2023,0,12.600
24-oct-2023,0,0.100
25-oct-2023,0,3.500
26-oct-2023,0,3.800
27-oct-2023,0,0.800
28-oct-2023,0,7.200
29-oct-2023,0,2.000
30-oct-2023,0,2.000
31-oct-2023,0,7.400
01-nov-2023,0,0.800
02-nov-2023,0,1.400
03-nov-2023,0,3.400
04-nov-2023,0,1.400
05-nov-2023,0,0.500
06-nov-2023,0,0.000
07-nov-2023,0,3.700
08-nov-2023,0,2.000
09-nov-2023,0,6.400
10-nov-2023,0,0.200
11-nov-2023,0,6.600
12-nov-2023,0,14.100
13-nov-2023,0,0.000
14-nov-2023,0,0.600
15-nov-2023,0,0.000
16-nov-2023,0,1.400
17-nov-2023,0,8.300
18-nov-2023,0,4.000
19-nov-2023,0,1.100
20-nov-2023,0,0.000
21-nov-2023,0,0.100
22-nov-2023,0,0.100
23-nov-2023,0,0.000
24-nov-2023,0,0.000
25-nov-2023,0,0.200
26-nov-2023,0,2.700
27-nov-2023,0,0.000
28-nov-2023,0,0.000
29-nov-2023,0,0.300
30-nov-2023,0,0.000
01-dec-2023,0,0.000
02-dec-2023,0,0.600
03-dec-2023,0,0.000
04-dec-2023,0,0.100
05-dec-2023,0,0.000
06-dec-2023,0,2.700
07-dec-2023,0,4.500
08-dec-2023,0,12.300
09-dec-2023,0,4.500
10-dec-2023,0,3.000
11-dec-2023,0,17.400
12-dec-2023,0,0.000
13-dec-2023,0,1.100
14-dec-2023,0,0.100
15-dec-2023,0,0.100
16-dec-2023,0,0.000
17-dec-2023,0,1.900
18-dec-2023,0,1.400
19-dec-2023,0,0.300
20-dec-2023,0,0.800
21-dec-2023,0,0.300
22-dec-2023,0,0.300
23-dec-2023,0,5.000
24-dec-2023,0,0.800
25-dec-2023,0,0.300
26-dec-2023,0,23.000
27-dec-2023,0,10.200
28-dec-2023,0,4.500
29-dec-2023,0,10.600
30-dec-2023,0,3.100
31-dec-2023,0,0.200
01-jan-2024,0,12.800
02-jan-2024,0,6.800
03-jan-2024,0,0.100
04-jan-2024,0,0.000
05-jan-2024,0,0.000
06-jan-2024,0,0.000
07-jan-2024,0,0.100
08-jan-2024,0,0.200
09-jan-2024,0,0.000
10-jan-2024,0,0.200
11-jan-2024,0,0.000
12-jan-2024,0,0.000
13-jan-2024,0,0.400
14-jan-2024,0,0.000
15-jan-2024,0,0.000
16-jan-2024,0,0.000
17-jan-2024,0,0.000
18-jan-2024,0,0.000
19-jan-2024,0,3.300
20-jan-2024,0,6.300
21-jan-2024,0,7.900
22-jan-2024,0,5.500
23-jan-2024,0,5.600
24-jan-2024,0,2.200
25-jan-2024,0,5.200
26-jan-2024,0,0.000
27-jan-2024,0,0.000
28-jan-2024,0,5.300
29-jan-2024,0,0.200
30-jan-2024,0,0.000
31-jan-2024,0,3.000
01-feb-2024,0,0.000
02-feb-2024,0,1.200
03-feb-2024,0,0.200
04-feb-2024,0,0.200
05-feb-2024,0,10.900
06-feb-2024,0,5.300
07-feb-2024,0,9.200
08-feb-2024,0,7.900
09-feb-2024,0,3.500
10-feb-2024,0,0.100
11-feb-2024,0,0.400
12-feb-2024,0,0.200
13-feb-2024,0,5.700
14-feb-2024,0,10.200
15-feb-2024,0,1.100
16-feb-2024,0,0.100
17-feb-2024,0,6.900
18-feb-2024,0,0.700
19-feb-2024,0,0.000
20-feb-2024,0,6.700
21-feb-2024,0,3.000
22-feb-2024,0,0.800
23-feb-2024,0,0.300
24-feb-2024,0,0.000
25-feb-2024,0,0.000
26-feb-2024,0,0.200
27-feb-2024,0,3.100
28-feb-2024,0,4.600
29-feb-2024,0,9.300
01-mar-2024,0,12.000
02-mar-2024,0,0.100
03-mar-2024,0,2.700
04-mar-2024,0,1.700
05-mar-2024,0,0.000
06-mar-2024,0,0.000
07-mar-2024,0,0.500
08-mar-2024,0,0.000
09-mar-2024,0,0.100
10-mar-2024,0,1.000
11-mar-2024,0,10.900
12-mar-2024,0,3.300
13-mar-2024,0,19.500
14-mar-2024,0,1.600
15-mar-2024,0,1.500
16-mar-2024,0,3.500
17-mar-2024,0,0.200
18-mar-2024,0,4.200
19-mar-2024,0,2.600
20-mar-2024,0,0.500
21-mar-2024,0,0.900
22-mar-2024,0,1.100
23-mar-2024,0,0.000
24-mar-2024,0,8.900
25-mar-2024,0,5.400
26-mar-2024,0,3.900
27-mar-2024,0,1.400
28-mar-2024,0,0.000
29-mar-2024,0,0.900
30-mar-2024,0,4.100
31-mar-2024,0,0.000
01-apr-2024,0,0.000
02-apr-2024,0,4.900
03-apr-2024,0,2.600
04-apr-2024,0,8.100
05-apr-2024,0,2.300
06-apr-2024,0,0.300
07-apr-2024,0,1.200
08-apr-2024,0,11.300
09-apr-2024,0,8.900
10-apr-2024,0,0.700
11-apr-2024,0,5.100
12-apr-2024,0,0.400
13-apr-2024,0,0.200
14-apr-2024,0,7.100
15-apr-2024,0,1.100
16-apr-2024,0,0.700
17-apr-2024,0,4.300
18-apr-2024,0,0.000
19-apr-2024,0,0.300
20-apr-2024,0,0.000
21-apr-2024,0,0.000
22-apr-2024,0,0.600
23-apr-2024,0,0.000
24-apr-2024,0,0.900
25-apr-2024,0,1.200
26-apr-2024,0,0.000
27-apr-2024,0,0.000
28-apr-2024,0,5.300
29-apr-2024,0,3.000
30-apr-2024,0,3.000
01-may-2024,0,2.400
02-may-2024,0,0.200
03-may-2024,0,0.000
04-may-2024,0,0.000
05-may-2024,0,1.200
06-may-2024,0,0.000
07-may-2024,0,0.000
08-may-2024,0,0.000
09-may-2024,0,0.000
10-may-2024,0,0.000
11-may-2024,0,0.000
12-may-2024,0,3.300
13-may-2024,0,7.300
14-may-2024,0,0.200
15-may-2024,0,0.000
16-may-2024,0,1.200
17-may-2024,0,0.000
18-may-2024,0,0.000
19-may-2024,0,0.300
20-may-2024,0,2.200
21-may-2024,0,0.900
22-may-2024,0,1.000
23-may-2024,0,0.600
24-may-2024,0,0.000
25-may-2024,0,6.600
26-may-2024,0,9.100
27-may-2024,0,8.400
28-may-2024,0,0.400
29-may-2024,0,0.300
30-may-2024,0,0.600
31-may-2024,0,0.000
01-jun-2024,0,0.000
02-jun-2024,0,0.000
03-jun-2024,0,0.700
04-jun-2024,0,1.700
05-jun-2024,0,0.000
06-jun-2024,0,0.200
07-jun-2024,0,0.000
08-jun-2024,0,0.000
09-jun-2024,0,4.000
10-jun-2024,0,0.000
11-jun-2024,0,0.000
12-jun-2024,0,2.500
13-jun-2024,0,7.400
14-jun-2024,0,5.200
15-jun-2024,0,0.600
16-jun-2024,0,0.100
17-jun-2024,0,0.000
18-jun-2024,0,0.100
19-jun-2024,0,0.000
20-jun-2024,0,0.100
21-jun-2024,0,5.300
22-jun-2024,0,0.100
23-jun-2024,0,0.100
24-jun-2024,0,0.200
25-jun-2024,0,0.000
26-jun-2024,0,0.400
27-jun-2024,0,4.700
28-jun-2024,0,6.200
29-jun-2024,0,3.400
30-jun-2024,0,2.900
01-jul-2024,0,0.000
02-jul-2024,0,0.600
03-jul-2024,0,0.000
04-jul-2024,0,0.300
05-jul-2024,0,0.500
06-jul-2024,0,3.900
07-jul-2024,0,3.600
08-jul-2024,0,2.200
09-jul-2024,0,4.000
10-jul-2024,0,3.000
11-jul-2024,0,0.000
12-jul-2024,0,0.900
13-jul-2024,0,1.700
14-jul-2024,0,0.100
15-jul-2024,0,0.200
16-jul-2024,0,0.100
17-jul-2024,0,1.400
18-jul-2024,0,3.800
19-jul-2024,0,3.500
20-jul-2024,0,1.100
21-jul-2024,0,2.400
22-jul-2024,0,12.600
23-jul-2024,0,0.100
24-jul-2024,0,0.400
25-jul-2024,0,1.400
26-jul-2024,0,5.000
27-jul-2024,0,0.000
28-jul-2024,0,0.000
29-jul-2024,0,0.700
30-jul-2024,0,0.000
31-jul-2024,0,0.100
01-aug-2024,0,0.000
02-aug-2024,0,1.300
03-aug-2024,0,1.600
04-aug-2024,0,1.400
05-aug-2024,0,3.100
06-aug-2024,0,0.700
07-aug-2024,0,1.100
08-aug-2024,0,0.800
09-aug-2024,0,0.000
10-aug-2024,0,0.000
11-aug-2024,0,0.300
12-aug-2024,0,3.500
13-aug-2024,0,0.000
14-aug-2024,0,5.800
15-aug-2024,0,0.500
16-aug-2024,0,0.200
17-aug-2024,0,0.000
18-aug-2024,0,0.000
19-aug-2024,0,2.100
20-aug-2024,0,1.500
21-aug-2024,0,2.100
22-aug-2024,0,19.900
23-aug-2024,0,0.700
24-aug-2024,0,3.300
25-aug-2024,0,1.500
26-aug-2024,0,1.900
27-aug-2024,0,0.200
28-aug-2024,0,0.600
29-aug-2024,0,0.000
30-aug-2024,0,0.000
31-aug-2024,0,0.000
01-dec-2024,0,0.500
02-dec-2024,0,0.000
03-dec-2024,0,0.800
04-dec-2024,0,2.400
05-dec-2024,0,6.400
06-dec-2024,0,11.000
07-dec-2024,0,0.500
08-dec-2024,0,0.000
09-dec-2024,0,0.000
10-dec-2024,0,0.000
11-dec-2024,0,0.000
12-dec-2024,0,0.000
13-dec-2024,0,0.800
14-dec-2024,0,0.300
15-dec-2024,0,0.100
16-dec-2024,0,1.100
17-dec-2024,0,3.200
18-dec-2024,0,0.800
19-dec-2024,0,1.400
20-dec-2024,0,1.600
21-dec-2024,0,3.400
22-dec-2024,0,0.600
23-dec-2024,0,1.000
24-dec-2024,0,0.000
25-dec-2024,0,0.000
26-dec-2024,0,0.000
27-dec-2024,0,0.000
28-dec-2024,0,0.300
29-dec-2024,0,0.200
30-dec-2024,0,0.600
31-dec-2024,0,17.500
01-jan-2025,0,0.100
02-jan-2025,0,0.000
03-jan-2025,0,0.000
04-jan-2025,0,9.200
05-jan-2025,0,9.100
06-jan-2025,0,0.300
07-jan-2025,0,0.000
08-jan-2025,0,0.000
09-jan-2025,0,0.200
10-jan-2025,0,2.000
11-jan-2025,0,1.000
12-jan-2025,0,0.100
13-jan-2025,0,2.600
14-jan-2025,0,0.000
15-jan-2025,0,0.300
16-jan-2025,0,0.100
17-jan-2025,0,0.000
18-jan-2025,0,0.000
19-jan-2025,0,2.900
20-jan-2025,0,2.100
21-jan-2025,0,0.500
22-jan-2025,0,4.500
23-jan-2025,0,12.100
24-jan-2025,0,1.900
25-jan-2025,0,0.400
26-jan-2025,0,12.000
27-jan-2025,0,6.000
28-jan-2025,0,2.100
29-jan-2025,0,0.000
30-jan-2025,0,3.000
31-jan-2025,0,0.000
01-feb-2025,0,4.100
02-feb-2025,0,0.300
03-feb-2025,0,8.400
04-feb-2025,0,0.500
05-feb-2025,0,0.000
06-feb-2025,0,0.200
07-feb-2025,0,0.300
08-feb-2025,0,0.200
09-feb-2025,0,0.000
10-feb-2025,0,1.200
11-feb-2025,0,0.300
12-feb-2025,0,0.000
13-feb-2025,0,2.700
14-feb-2025,0,4.400
15-feb-2025,0,0.500
16-feb-2025,0,1.100
17-feb-2025,0,0.700
18-feb-2025,0,1.700
19-feb-2025,0,2.900
20-feb-2025,0,5.300
21-feb-2025,0,5.200
22-feb-2025,0,3.800
23-feb-2025,0,4.200
24-feb-2025,0,2.800
25-feb-2025,0,0.900
26-feb-2025,0,1.400
27-feb-2025,0,0.000
28-feb-2025,0,0.000
01-mar-2025,0,0.000
02-mar-2025,0,0.000
03-mar-2025,0,0.000
04-mar-2025,0,0.000
05-mar-2025,0,0.100
06-mar-2025,0,2.500
07-mar-2025,0,0.400
08-mar-2025,0,0.000
09-mar-2025,0,0.100
10-mar-2025,0,0.000
11-mar-2025,0,0.000
12-mar-2025,0,0.000
13-mar-2025,0,2.100
14-mar-2025,0,0.000
15-mar-2025,0,0.000
16-mar-2025,0,0.000
17-mar-2025,0,0.000
18-mar-2025,0,0.000
19-mar-2025,0,0.000
20-mar-2025,0,0.000
21-mar-2025,0,1.900
22-mar-2025,0,4.600
23-mar-2025,0,0.000
24-mar-2025,0,0.100
25-mar-2025,0,0.000
26-mar-2025,0,0.000
27-mar-2025,0,4.500
28-mar-2025,0,4.100
29-mar-2025,0,1.600
30-mar-2025,0,0.000
31-mar-2025,0,0.000
01-apr-2025,0,0.000
02-apr-2025,0,0.000
03-apr-2025,0,0.100
04-apr-2025,0,0.200
05-apr-2025,0,0.100
06-apr-2025,0,0.000
07-apr-2025,0,0.000
08-apr-2025,0,0.000
09-apr-2025,0,0.000
10-apr-2025,0,0.000
11-apr-2025,0,0.000
12-apr-2025,0,0.100
13-apr-2025,0,3.000
14-apr-2025,0,0.400
15-apr-2025,0,13.200
16-apr-2025,0,9.900
17-apr-2025,0,12.600
18-apr-2025,0,17.400
19-apr-2025,0,0.200
20-apr-2025,0,0.600
21-apr-2025,0,0.200
22-apr-2025,0,15.100
23-apr-2025,0,0.000
24-apr-2025,0,8.200
25-apr-2025,0,7.900
26-apr-2025,0,0.000
27-apr-2025,0,0.000
28-apr-2025,0,0.000
29-apr-2025,0,0.000
30-apr-2025,0,0.000
01-may-2025,0,0.000
02-may-2025,0,0.000
03-may-2025,0,0.200
04-may-2025,0,0.000
05-may-2025,0,0.000
06-may-2025,0,0.000
07-may-2025,0,0.000
08-may-2025,0,0.000
09-may-2025,0,0.000
10-may-2025,0,0.000
11-may-2025,0,0.200
12-may-2025,0,0.100
13-may-2025,0,0.100
14-may-2025,0,0.100
15-may-2025,0,0.000
16-may-2025,0,0.000
17-may-2025,0,0.000
18-may-2025,0,0.100
19-may-2025,0,0.000
20-may-2025,0,6.900
21-may-2025,0,0.000
22-may-2025,0,0.000
23-may-2025,0,4.100
24-may-2025,0,10.100
25-may-2025,0,1.400
26-may-2025,0,12.000
27-may-2025,0,3.000
28-may-2025,0,7.600
29-may-2025,0,3.500
30-may-2025,0,0.000
31-may-2025,0,0.300
